steps,currentTime,done,speed,reward,gap,world_position_y,world_position_x,RPM,steerAngle,brakeStatus,accStatus,actualGear,packetId,velocity_x,velocity_y,velocity_z,yaw,roll,angular_velocity_y,angular_velocity_x,LapCount,LapDist,going_backwards,current_action_abs_0,current_action_abs_1,current_action_abs_2,actions_0,actions_1,actions_2,rl_point,out_of_track
14,54.984,0,0.0024007062893360853,2.868610567555101e-05,0.050972414670459466,638.4451904296875,-1181.1605224609375,7705.4619140625,82.88999938964844,0.0,1.0,1,48535,1.0000000031710769e-30,1.0000000031710769e-30,1.0000000031710769e-30,2.296222448348999,-0.002968359971418977,0.0,0.0,0,2176.2401017104567,0.0,0.3069095336832106,1.0,-1.0,0.5950175523757935,0.4791586399078369,-0.6933643221855164,1407,0.0
15,55.026,0,0.0018610212719067931,2.2237637033843344e-05,0.05084209969358794,638.4451293945312,-1181.16064453125,8462.0947265625,69.70500183105469,0.0,0.0,1,48539,1.0000000031710769e-30,1.0000000031710769e-30,1.0000000031710769e-30,2.296377182006836,-0.0031944967340677977,0.0,0.0,0,2176.2401017104567,0.0,0.25814232835546136,1.0,-1.0,-0.36575400829315186,0.233877494931221,-0.8625670075416565,1407,0.0
16,55.065,0,0.0020137345418334007,2.406208444162284e-05,0.05101469843410481,638.4452514648438,-1181.1605224609375,8192.8017578125,89.91000366210938,0.0,0.0,1,48543,1.0000000031710769e-30,1.0000000031710769e-30,1.0000000031710769e-30,2.296170949935913,-0.0029866350814700127,0.0,0.0,0,2176.2401017104567,0.0,0.33302401611581445,1.0,-1.0,0.561612606048584,0.6498842239379883,-0.46756473183631897,1407,0.0
17,55.104,0,0.0017396565526723862,2.078713057765514e-05,0.05101469843410481,638.4452514648438,-1181.1605224609375,7934.90673828125,83.25,0.0,0.0,1,48547,1.0000000031710769e-30,1.0000000031710769e-30,1.0000000031710769e-30,2.2962515354156494,-0.003114960389211774,0.0,0.0,0,2176.2401017104567,0.0,0.3082746029831469,1.0,-1.0,-0.18562059104442596,0.7271437048912048,-0.09836169332265854,1407,0.0
18,55.146,0,0.17482981085777283,0.0020890079334584264,0.05119148039420196,638.44677734375,-1181.1617431640625,5186.6865234375,88.73999786376953,0.0,0.0,2,48551,0.12776438891887665,0.01298406533896923,-0.11863024532794952,2.2960469722747803,-0.003174634650349617,-0.0006985500804148614,-0.0480278879404068,0,2176.241474682145,0.0,0.32857392402365804,1.0,-1.0,0.15224489569664001,0.5599925518035889,-0.5552108287811279,1407,0.0
19,55.185,0,0.4715195298194885,0.005633769004714701,0.05188619255818984,638.4564208984375,-1181.1700439453125,4392.5048828125,57.82499694824219,9.404290904058143e-05,0.0,2,48555,0.365718811750412,0.011594332754611969,-0.29739871621131897,2.295949935913086,-0.003615353489294648,-0.005968835204839706,-0.08813797682523727,0,2176.2562341277953,0.0,0.21421875478699803,1.0,-0.9579519405961037,-0.8576637506484985,0.5702846050262451,0.08760012686252594,1407,0.0
20,55.224,0,0.7960860729217529,0.009510483494977729,0.05344821562716792,638.475830078125,-1181.1865234375,3944.88330078125,31.59000015258789,0.0,1.0,2,48559,0.5833426713943481,-0.0184660404920578,-0.5414086580276489,2.2958569526672363,-0.004366633016616106,0.01655004173517227,-0.06725294888019562,0,2176.2811192396475,0.0,0.1169740748591721,1.0,-1.0,-0.7293350696563721,0.1725343018770218,-0.7854647040367126,1407,0.0
21,55.266,0,1.1540226936340332,0.013781763726934144,0.05763196602730321,638.5067749023438,-1181.21044921875,3915.208740234375,48.959999084472656,0.0,1.0,2,48563,0.9438920021057129,-0.05328529700636864,-0.6618133187294006,2.294039726257324,-0.00419008219614625,-0.08455387502908707,-0.013785084709525108,0,2176.3223083902994,0.0,0.18130519660189748,1.0,-1.0,0.4824833869934082,0.8387870788574219,-0.08679696917533875,1407,0.0
22,55.305,0,1.4654570817947388,0.01749488576824932,0.06182317750076375,638.548583984375,-1181.241943359375,3904.32861328125,30.915000915527344,0.0,1.0,2,48567,1.1170474290847778,-0.019421227276325226,-0.9483629465103149,2.2915520668029785,-0.0046545653603971004,-0.015591165982186794,-0.01169493142515421,0,2176.372765099848,0.0,0.1144438055343926,1.0,-1.0,-0.5014604330062866,0.5959857702255249,-0.7739576101303101,1408,0.0
23,55.344,0,1.780013084411621,0.021251299488119393,0.06115546327910311,638.5972290039062,-1181.2857666015625,3914.322509765625,64.70999908447266,0.0,1.0,2,48571,1.3369141817092896,0.011150127276778221,-1.17515230178833,2.292557716369629,-0.0069539728574454784,0.01535545289516449,-0.01359920296818018,0,2176.4395258481964,0.0,0.23973506363108754,1.0,-1.0,0.9396843910217285,0.5699886083602905,-0.9566624760627747,1408,0.0
24,55.386,0,2.106257677078247,0.025139220284000202,0.06450865077783063,638.6578979492188,-1181.3348388671875,3957.402099609375,85.18500518798828,0.0,1.0,2,48575,1.6753969192504883,0.006103856023401022,-1.2764519453048706,2.290757894515991,-0.0007698849076405168,-0.09523039311170578,-0.00021462526638060808,0,2176.5225906353444,0.0,0.3154161316342652,1.0,-1.0,0.5676079988479614,0.700188934803009,-0.8507369756698608,1408,0.0
25,55.425,0,2.397487163543701,0.028600006046732438,0.0708408029767878,638.7294311523438,-1181.3895263671875,4035.903076171875,55.4849967956543,0.0,1.0,2,48579,1.8823601007461548,-0.010632782243192196,-1.4847732782363892,2.2857601642608643,0.0009883835446089506,-0.11078465729951859,0.004943466279655695,0,2176.6085729873303,0.0,0.20555783482268453,1.0,-1.0,-0.823937177658081,0.9042826890945435,-0.7782140970230103,1408,0.0
26,55.464,0,2.6870720386505127,0.032046135830801514,0.07395731493095552,638.807861328125,-1181.45458984375,4108.97216796875,20.34000015258789,0.0,1.0,2,48583,2.033370018005371,-0.019363733008503914,-1.7565271854400635,2.283261299133301,-0.006423788145184517,-0.028294160962104797,0.002888542367145419,0,2176.708113434739,0.0,0.07533278735354543,1.0,-1.0,-0.9766878485679626,0.8837668299674988,-0.9490353465080261,1408,0.0
27,55.506,0,3.0123724937438965,0.03592491896310577,0.07421092918796207,638.8938598632812,-1181.5301513671875,4202.984375,-8.729999542236328,0.0,1.0,2,48587,2.256624698638916,-0.02235535718500614,-1.9953778982162476,2.283590078353882,-0.00889657437801361,0.028136398643255234,-0.003808366134762764,0,2176.8297930506233,0.0,-0.032338428776711226,1.0,-1.0,-0.8075340986251831,0.7846546173095703,-0.34286177158355713,1408,0.0
28,55.545,0,3.3121652603149414,0.03950109602235372,0.07393565301820004,638.9884643554688,-1181.614013671875,4273.98095703125,-37.21500015258789,0.0,1.0,2,48591,2.469115734100342,-0.016409575939178467,-2.2076315879821777,2.2850193977355957,-0.005001164507120848,0.04214802756905556,-0.004396417643874884,0,2176.9514726665075,0.0,-0.13777028350159526,1.0,-1.0,-0.7907388806343079,0.6488247513771057,-0.30586570501327515,1408,0.0
